instance_id,label
2430,benign
2431,benign
2432,benign
2433,benign
2434,benign
2435,malicious
2436,benign
2437,benign
2438,benign
2439,malicious
2440,benign
2441,benign
2442,benign
2443,benign
2444,benign
2445,benign
2446,malicious
2447,benign
2448,benign
2449,benign
2450,benign
2451,benign
2452,benign
2453,malicious
2454,benign
2455,benign
2456,benign
2457,benign
2458,malicious
2459,benign
2460,benign
2461,benign
2462,benign
2463,benign
2464,benign
2465,benign
2466,benign
2467,benign
2468,malicious
2469,benign
2470,malicious
2471,benign
2472,benign
2473,benign
2474,benign
2475,benign
2476,benign
2477,malicious
2478,benign
2479,benign
2480,benign
2481,benign
2482,benign
2483,benign
2484,benign
2485,benign
2486,benign
2487,benign
2488,benign
2489,benign
2490,benign
2491,benign
2492,malicious
2493,benign
2494,malicious
2495,benign
2496,benign
2497,benign
2498,malicious
2499,benign
2500,benign
2501,benign
2502,benign
2503,benign
2504,benign
2505,malicious
2506,benign
2507,benign
2508,benign
2509,benign
2510,benign
2511,benign
2512,benign
2513,benign
2514,benign
2515,benign
2516,benign
2517,benign
2518,benign
2519,benign
2520,benign
2521,benign
2522,benign
2523,benign
2524,benign
2525,benign
2526,benign
2527,benign
2528,benign
2529,benign
2530,malicious
2531,malicious
2532,malicious
2533,benign
2534,benign
2535,benign
2536,benign
2537,benign
2538,malicious
2539,benign
2540,benign
2541,benign
2542,benign
2543,malicious
2544,malicious
2545,malicious
2546,benign
2547,benign
2548,benign
2549,benign
2550,benign
2551,benign
2552,benign
2553,malicious
2554,benign
2555,benign
2556,benign
2557,benign
2558,benign
2559,benign
2560,benign
2561,benign
2562,benign
2563,benign
2564,benign
2565,benign
2566,benign
2567,benign
2568,benign
2569,benign
2570,benign
2571,benign
2572,benign
2573,benign
2574,benign
2575,malicious
2576,benign
2577,benign
2578,benign
2579,benign
2580,benign
2581,benign
2582,benign
2583,benign
2584,malicious
2585,benign
2586,benign
2587,benign
2588,benign
2589,benign
2590,benign
2591,benign
2592,benign
2593,benign
2594,benign
2595,benign
2596,benign
2597,benign
2598,benign
2599,benign
2600,benign
2601,benign
2602,benign
2603,benign
2604,benign
2605,benign
2606,malicious
2607,benign
2608,benign
2609,benign
2610,benign
2611,benign
2612,malicious
2613,benign
2614,benign
2615,benign
2616,benign
2617,benign
2618,benign
2619,benign
2620,benign
2621,benign
2622,benign
2623,benign
2624,benign
2625,benign
2626,benign
2627,benign
2628,benign
2629,benign
2630,malicious
2631,malicious
2632,benign
2633,malicious
2634,benign
2635,benign
2636,benign
2637,benign
2638,benign
2639,benign
2640,benign
2641,benign
2642,benign
2643,malicious
2644,benign
2645,benign
2646,benign
2647,benign
2648,benign
2649,benign
2650,benign
2651,benign
2652,benign
2653,benign
2654,benign
2655,benign
2656,benign
2657,benign
2658,benign
2659,malicious
2660,benign
2661,benign
2662,benign
2663,benign
2664,benign
2665,benign
2666,benign
2667,benign
2668,benign
2669,benign
2670,benign
2671,benign
2672,benign
2673,benign
2674,benign
2675,benign
2676,malicious
2677,malicious
2678,malicious
2679,malicious
2680,benign
2681,benign
2682,benign
2683,malicious
2684,malicious
2685,benign
2686,benign
2687,malicious
2688,benign
2689,benign
2690,benign
2691,malicious
2692,benign
2693,benign
2694,benign
2695,benign
2696,malicious
2697,benign
2698,benign
2699,benign
2700,benign
2701,benign
2702,benign
2703,malicious
2704,benign
2705,benign
2706,benign
2707,benign
2708,benign
2709,benign
2710,benign
2711,malicious
2712,benign
2713,benign
2714,malicious
2715,benign
2716,benign
2717,benign
2718,malicious
2719,malicious
2720,benign
2721,malicious
2722,benign
2723,benign
2724,benign
2725,benign
2726,malicious
2727,benign
2728,benign
2729,benign
2730,benign
2731,benign
2732,benign
2733,benign
2734,benign
2735,benign
2736,benign
2737,benign
2738,benign
2739,benign
2740,benign
2741,benign
2742,benign
2743,malicious
2744,benign
2745,benign
2746,benign
2747,benign
2748,benign
2749,benign
2750,benign
2751,benign
2752,benign
2753,benign
2754,benign
2755,malicious
2756,benign
2757,benign
2758,benign
2759,benign
2760,benign
2761,malicious
2762,benign
2763,benign
2764,benign
2765,benign
2766,malicious
2767,benign
2768,benign
2769,benign
2770,malicious
2771,malicious
2772,malicious
2773,benign
2774,benign
2775,benign
2776,benign
2777,benign
2778,benign
2779,benign
2780,benign
2781,benign
2782,benign
2783,benign
2784,benign
2785,malicious
2786,benign
2787,benign
2788,benign
2789,malicious
2790,benign
2791,benign
2792,benign
2793,benign
2794,malicious
2795,benign
2796,benign
2797,benign
2798,benign
2799,benign
2800,benign
2801,malicious
2802,benign
2803,benign
2804,benign
2805,malicious
2806,benign
2807,malicious
2808,benign
2809,malicious
2810,benign
2811,benign
2812,malicious
2813,benign
2814,benign
2815,benign
2816,malicious
2817,benign
2818,benign
2819,benign
2820,benign
2821,malicious
2822,benign
2823,benign
2824,benign
2825,benign
2826,benign
2827,benign
2828,benign
2829,benign
2830,benign
2831,benign
2832,benign
2833,benign
2834,benign
2835,benign
2836,benign
2837,benign
2838,benign
2839,benign
2840,benign
2841,benign
2842,malicious
2843,benign
2844,malicious
2845,malicious
2846,benign
2847,benign
2848,benign
2849,benign
2850,benign
2851,malicious
2852,benign
2853,benign
2854,benign
2855,benign
2856,benign
2857,benign
2858,malicious
2859,benign
2860,benign
2861,benign
2862,benign
2863,benign
2864,benign
2865,malicious
2866,malicious
2867,malicious
2868,benign
2869,benign
2870,benign
2871,benign
2872,benign
2873,benign
2874,benign
2875,benign
2876,benign
2877,benign
2878,malicious
2879,benign
2880,benign
2881,benign
2882,benign
2883,malicious
2884,benign
2885,malicious
2886,malicious
2887,benign
2888,malicious
2889,benign
2890,benign
2891,benign
2892,malicious
